USERLOGIN,ACCOUNT,ID,SECURITY,TYPE,STATUS,SIDE,FILLED,CODE,QUANTITY,LIMIT,PRICE,STOP,PRICE,FILLED,PRICE,ORDER,TYPE,TIME-IN-F,ORCE,(TIF),SECURITY,DESTINATION,EXCHANGE,ADVISOR,ORDER,ID,ENTRY,TIME,EST.,FEES,|
autotest.mo@novus-fintech.com,108723,ETF,pe,SELL,-,92Z9.CXA,mee,10,48.7900,48.7900,-,STOP,LIMIT,GTC,TEST,SYMBOL,9Z9,=ALGO,AXW,ARN,AGO-531dd6ef-1740648987510,27,Feb,2025,20:36:27,40.00,44]
autotest2.tfg@novus-fintech.com,108723,ETF,7,SELL,-,92Z9.CXA,mee,10,48.7900,48.7900,-,STOP,LIMIT,GTC,TEST,SYMBOL,9Z9,=ALGO,AXW,ARN,AGO-dec466b3-1740648707577,27,Feb,2025,20:31:47,40.00,44)
autotest@equix.com.au,108723,ETF,pe,SELL,-,92Z9.CXA,mee,10,49.4800,49.4800,-,STOP,LIMIT,GTC,TEST,SYMBOL,9Z9,=ALGO,AXW,ARN,AGO-b6f20d0f-1740648424111,27,Feb,2025,20:27:04,40.00,454
autotest2.tfg@novus-fintech.com,108723,ETF,7,SELL,-,92Z9.CXA,me,10,4.0000,4.0000,-,STOP,LIMIT,GTC,TEST,SYMBOL,9Z9,=ALGO,AXW,ARN,AGO-b932b4cc-1740545555457,26,Feb,2025,15:52:35,40.00,C
autotest@equix.com.au,108723,ETF,pe,SELL,-,92Z9.CXA,mee,10,2.0000,2.0000,-,STOP,LIMIT,GTC,TEST,SYMBOL,9Z9,=ALGO,CXA,ARN,AGO-56ebaa94-1740470588831,25,Feb,2025,19:03:08,40.00,-20
autotest@equix.com.au,108723,ETF,7,SELL,-,92Z9.CXA,me,10,2.0000,2.0000,-,STOP,LIMIT,GTC,TEST,SYMBOL,9Z9,=ALGO,CXA,ARN,AGO-0f58c7e9-1740452478163,25,Feb,2025,14:01:18,40.00,-2C
autotest@equix.com.au,108723,ETF,pe,SELL,-,92Z9.CXA,mee,10,2.0000,2.0000,-,STOP,LIMIT,GTC,TEST,SYMBOL,9Z9,=ALGO,CXA,ARN,AGO-cda2dd10-1740133950093,21,Feb,2025,21:32:30,40.00,-20
autotest@equix.com.au,108723,ETF,7,SELL,-,92Z9.CXA,me,10,2.0000,2.0000,-,STOP,LIMIT,GTC,TEST,SYMBOL,9Z9,=ALGO,CXA,ARN,AGO-c81c6a7a-1740133901760,21,Feb,2025,21:31:41,40.00,-2C
autotest@equix.com.au,108723,ETF,pe,SELL,-,92Z9.CXA,mee,10,2.0000,2.0000,-,STOP,LIMIT,GTC,TEST,SYMBOL,9Z9,=ALGO,CXA,ARN,AGO-9b5f85dd-1740133217082,21,Feb,2025,21:20:17,40.00,-20
autotest@equix.com.au,108723,ETF,7,SELL,-,92Z9.CXA,me,10,2.0000,2.0000,-,STOP,LIMIT,GTC,TEST,SYMBOL,9Z9,=ALGO,CXA,ARN,AGO-36e6190e-1740130466327,21,Feb,2025,20:34:26,40.00,-2C
autotest.mo@novus-fintech.com,108723,ETF,pe,SELL,-,92Z9.CXA,mee,10,46.8500,46.8500,-,STOP,LIMIT,GTC,TEST,SYMBOL,9Z9,=ALGO,CXA,ARN,AGO-b43ef606-1740044787812,20,Feb,2025,20:46:27,40.00,42
autotest.tfg@novus-fintech.com,108723,ETF,7,SELL,-,92Z9.CXA,mee,10,46.8500,46.8500,-,STOP,LIMIT,GTC,TEST,SYMBOL,9Z9,=ALGO,CXA,ARN,AGO-a3f2ba09-1,740044482743,20,Feb,2025,20:41:22,40.00,428
